ticker
SSB
NCLH
ALSN
AMH
MEDP
GMED
AR
COKE
EGP
AYI
TTEK
QGEN
IVZ
WTFC
PINS
ORI
BAH
GME
MOGA
BXP
OGE
WAL
BPOP
VMI
COLB
CGNX
MOS
GTLS
KNX
ATR
EMN
AOS
CMC
UMBF
CFLT
IDCC
HLI
RRC
TECH
ZION
ARE
SWKS
NWSA
CTRE
AMG
R
FLR
HALO
AWI
FRT
DOCU
MANH
LKQ
CAG
WYNN
BRX
REXR
CFR
XP
AHR
AAL
SSD
WTS
ONB
AFG
PRI
LFUS
ADC
CUBE
RNA
AGCO
CRL
PRIM
TEX
ARWR
TAP
JBTM
HSIC
PRAX
IOT
MDGL
SITM
ARW
DAR
BEN
JEF
SEIC
UGI
DINO
KNSL
NFG
LUMN
DOX
NNN
NOV
MOH
MTCH
EXP
AXTA
FR
ESI
W
INGR
EPAM
SANM
AXSM
MIDD
AXS
PLNT
FOX
WFRD
FDS
UEC
MP
Z
WING
HXL
MASI
CRUS
CYTK
KEX
RGEN
GXO
MGM
APLD
IDA
ZWS
FCFS
ACI
ESAB
FSS
SMTC
H
VNOM
OKLO
JXN
MUSA
VOYA
ORA
IBP
RBRK
CELH
LEA
POOL
STAG
VFC
HRL
PCVX
MSA
NXST
LAD
CBSH
OWL
LW
FORM
AM
OLLI
CHE
OMF
QRVO
FND
AL
SITE
FAF
KMX
CAVA
EAT
HQY
RYN
UFPI
TMHC
COMP
ESE
ENS
PB
SFM
TKR
CHRD
MHK
AAON
FBIN
GTES
VNT
TIGO
CWST
KRYS
GKOS
LNC
GBCI
GAP
CWAN
QBTS
MKTX
SLAB
MTDR
GATX
EPRT
FNB
ALK
MSFUT
JHG
WH
NE
PAYC
VIAV
NPO
G
SNEX
HWC
AGX
STWD
AS
THG
AVTR
TRNO
SM
BC
CART
VLY
CE
M
MTG
BDC
SARO
U
BOOT
AVT
VSEC
BROS
POR
CHDN
RITM
RHP
ACA
AUB
ENPH
PCOR
ESTC
HR
ESNT
OPCH
UBSI
KBR
LBRDK
PL
AUR
SSRM
TEM
MAT
TPG
SEE
ROAD
CLF
HOMB
MTH
POWL
RIG
BCO
THO
GNTX
DVA
SWX
BIPC
TXNM
RIOT
BBWI
OLED
GVA
COGT
BKH
PLXS
BEPC
SON
ST
ATMU
PIPR
VAL
WTM
MTN
OZK
CHWY
LPX
BSY
POST
TFX
CROX
SKY
BCPC
VSAT
RYTM
NOVT
OGS
SIGI
KRG
MSGS
LYFT
HUT
IRTC
CNX
AMKR
SR
RGTI
BIO
WEX
RLI
NJR
VNO
AN
AROC
PTCT
LSTR
NUVL
LNTH
MIR
CSW
CPB
REZI
CRSP
TCBI
ECG
MATX
CIFR
ALKS
KNF
ABCB
AMTM
AX
ETSY
CNR
VVV
ANF
PTGX
RAL
CORZ
MGY
FCN
BMI
OSIS
ELF
PCTY
VSCO
KYMR
SLM
MUR
RDN
PECO
EBC
IESC
UHALB
MMSI
MRP
RDNT
CZR
SBRA
TDS
LAZ
STNE
CRC
BYD
UUUU
JOBY
LOPE
HCC
MAC
NVST
TNL
SAIC
EXLS
DBX
WHR
KGS
PRMB
ASB
WULF
HRI
BTSG
AEO
ABG
CVCO
PATH
KRMN
DOCN
PATK
LAUR
HLNE
MWA
TPH
GFS
ALGM
ASO
ACHR
EPR
TREX
TGTX
LLYVK
MRCY
KBH
CNO
HASI
ITRI
CRNX
SFBS
TMDX
INDB
VSNT
DAN
MSM
BFB
SKYW
FOLD
GLNG
URBN
FFIN
RUSHA
BRKR
AZZ
VISN
PEGA
HRB
TPC
GTLB
AGO
PSMT
GPI
ACIW
FTDR
SIG
FELE
LBRT
IPGP
RYAN
INDV
DUOL
MYRG
MIRM
KAI
WSC
AIR
FOUR
ADT
RUN
FLG
APPF
MMS
SIRI
YETI
NWE
BFAM
CBT
COLD
SLGN
MDU
CVLT
ADMA
ENVA
IBOC
KLIC
ACMR
UCB
SRRK
CUZ
PRM
BTU
WSFS
SXT
LTH
MHO
QLYS
WHD
ATGE
PVH
JHX
MORN
LCII
RNST
NHI
KRC
SKT
GPK
BILL
LMND
S
DLB
SHC
LGND
FUL
MC
OUT
CALM
AVNT
BKD
UNF
GFF
HP
TDW
PJT
IRT
NG
NEU
KTB
EOSE
PSN
PII
MPT
TGNA
BKU
CDP
FBP
DORM
STEP
PBH
EXPO
PHIN
BHF
LIVN
STNG
FHB
BCC
LRN
HNI
TERN
BXMT
FULT
GHC
AVA
OTTR
CBU
NATL
FRPT
CGON
DOCS
PTEN
CWEN
PLMR
ICUI
OII
CATY
KFY
GNW
LEU
PAG
SHAK
SDRL
FIBK
GRAL
WSBC
PI
HIMS
AAP
BNL
HAYW
ASH
XENE
BGC
WLK
ARQT
NMIH
CORT
VIRT
RH
AAOI
KMT
WDFC
VKTX
SYNA
RRR
BOX
VICR
CELC
TDC
ALHC
ACAD
QTWO
ERAS
CHH
OPLN
JOE
MZTI
HAE
VCTR
NIC
GSAT
NWS
BFH
DIOD
DNOW
BOH
VRRM
OLN
BOKF
HWKN
PFS
CENX
DRS
KD
MARA
ABM
CALX
SPHR
SFNC
TWST
CPRX
QS
CSTM
SXI
TOWN
PFSI
EEFT
CRCL
CLSK
APLE
CPK
CC
TVTX
HGV
VRNS
LOAR
WK
SOUN
CNK
AMBA
MTRN
MGEE
RHI
SHOO
APGE
ITGR
UI
SBCF
WAY
CARG
GPOR
PBF
CCC
RELY
TRMK
AWR
SMG
ZETA
IAC
NTB
SYRE
SLG
FBNC
LQDA
YOU
CHEF
XMTR
FFBC
CAKE
OSCR
HUBG
VCYT
ACLX
RNG
INSW
MSGE
CWT
IDYA
GOLF
ACLS
PPTA
POWI
KN
CVBF
LXP
NGVT
MGRC
FCPT
AMRX
UPST
HE
TRN
BANF
PARR
CTRI
ADPT
TENB
NOG
BEAM
PK
BRBR
IBRX
SUPN
EPAC
ATKR
CXT
RXO
OI
WT
UCTT
GT
CECO
XRAY
CON
DK
VC
IRDM
BANC
DNLI
ARCB
CPRI
GRBK
HOG
DBRG
GTX
LINE
WAFD
DXC
HHH
TBBK
CURB
NSA
VSH
PRDO
ANDE
PRVA
TARS
UE
HIW
NMRK
BELFB
WU
SPB
BANR
CSGS
NEOG
PLUS
AKR
APAM
PRK
ADNT
VERA
CRGY
NSIT
KWR
COCO
HURN
WD
BHE
FBK
MCY
ATRO
EWTX
LASR
PLAB
DX
WRBY
FRME
APLS
HLIO
BLBD
MRX
FSLY
OSW
BUSE
BBT
MTX
CASH
PAGS
TXG
PENN
BATRK
ZG
HUN
CACC
SPSC
CXW
WERN
EFSC
KSS
IVT
BIRK
SAM
EYE
DRH
ROG
BLKB
NHC
PLUG
HLF
KALU
ALRM
BL
PRGO
RARE
VCEL
UNFI
LBTYK
LBTYA
AUPH
DBD
NWL
SEI
FWONA
IOSP
CLMT
VRDN
CALY
KMPR
ASGN
BLX
GTM
TPB
CNS
NBTB
AMR
GNL
HTH
BCRX
DHT
FRHC
CENTA
DHC
CUBI
LUNR
STEL
DAVE
ADEA
BUR
SYBT
EVTC
CCS
SHO
OGN
IPAR
COLM
NTST
ADUS
CWK
GEO
SONO
DDS
ALG
GLOB
NWBI
SMMT
IMNM
NTCT
EXTR
AGYS
TALO
XHR
SMR
FMC
FLO
GBX
BBAI
WLDN
TTI
AIN
JBLU
LLYVA
WKC
TILE
TNK
ARR
HMN
STC
GEF
CHCO
PRLB
QCRH
LGN
AGIO
LZB
SRPT
MLKN
VVX
NSSC
STOK
INSP
GABC
XPRO
NCNO
OFG
MNKD
DJT
ARRY
AAMI
ATEN
ATEC
STRA
OMCL
THR
SLVM
CRK
NVRI
DGII
DYN
PPC
WOR
LEG
CTS
PTON
QUBT
UFPT
AGM
VECO
ALMS
SBH
UTI
INVA
SHLS
PGNY
LMAT
FUN
DEI
FCF
ROCK
VAC
ARI
KNTK
PRG
ENR
BULL
NWN
SNDR
USAR
LION
CNXC
RSI
PEB
NNI
ALEX
TIC
PRGS
SEM
NRIX
IMVT
DCH
LC
BFA
RAMP
HTO
MQ
LNN
IE
VYX
SLNO
BFC
DXPE
AVPT
ANIP
ACHC
MGNI
CRI
FRSH
COLL
VRE
HCSG
CBZ
PACS
CAR
HLMN
OLMA
WVE
RCUS
WABC
WWW
UPWK
SNDX
SCL
ANAB
TNGX
YELP
AMSC
AORT
WEN
MD
HRMY
ZD
MBC
WGS
STBA
NESR
BRZE
BRSL
QDEL
ATRC
SKWD
INOD
CLDX
TNC
CRVS
UAA
LTC
NPKI
NN
PAYO
SMPL
UA
AXGN
HCI
CNOB
ICFI
RLJ
ALGT
FDP
ARDX
NVAX
ECPG
GTY
TRS
NUVB
BORR
KOD
DAKT
GENI
SPNT
NVTS
PRCT
SFL
IMKTA
USLM
RLAY
CRVL
SILA
TCBK
BKE
UPBD
WINA
IIPR
TNET
WGO
WLY
PRKS
GHM
RXRX
TFIN
LKFN
LINC
DV
UVV
GIII
IMAX
ACT
HOPE
JJSF
WMK
MCRI
CNMD
ICHR
SEB
HROW
RCAT
MAN
LILAK
SFD
REYN
ASTE
NEO
HLIT
KW
SGHC
MXL
LOB
WS
FLYW
IRON
EPC
CBL
COHU
FIVN
DFTX
ORKA
LPG
XPEL
LCID
TSHA
AMLX
DCO
CMPR
NBHC
GLIBK
LENB
PWP
ZYME
PEBO
HLX
LFST
WTTR
LGIH
PRA
RYI
GERN
FIHL
EYPT
DCOM
DNTH
REX
OCUL
INTA
AI
ENOV
DFIN
XERS
ELVN
VSTS
AZTA
TGLS
SBSI
UNIT
HG
FIGR
NVCR
OBK
GRC
CWENA
SGRY
MLYS
USPH
GOLD
TNDM
ALKT
NTLA
CMRE
CCOI
FMBH
TBPH
AMPH
MFA
CFFN
DOLE
DLX
REAL
ECVT
ABR
CSR
NWPX
SAFT
OCFC
TRIP
LADR
PMT
CDRE
VTOL
DRVN
BLSH
UVE
PZZA
CRAI
APOG
JBGS
MSEX
MBX
SRCE
TMP
IRMD
ALH
TRUP
ACVA
GSHD
SKYT
PNTG
AMWD
OUST
CIM
PGEN
PCRX
PDM
AMRC
GLUE
FWRG
BWIN
GO
BZH
TK
BHVN
TWO
SMBK
JBI
CPF
FULC
BHRB
EIG
SENEA
THRM
PENG
NX
COTY
CPS
IDT
FIGS
MCHB
VRTS
PCT
FTRE
FLNC
SCSC
MBWM
CDNA
HFWA
LIND
MAZE
TALK
BJRI
UVSP
INVX
MIAX
LZ
TRVI
CNA
SAIL
ARLO
APPN
CTLP
SMA
UMH
NRIM
GLDD
NAT
ESQ
LIF
DEA
AMPX
RVLV
PDFS
ODC
ASTH
FG
ORRF
FIZZ
GPGI
VERX
OSBC
LMB
VITL
NAVI
TCBX
BY
SNCY
CTBI
SVRA
TRST
AIV
ALNT
HTB
EFC
ERII
PSIX
AAT
WSR
WLFC
TROX
NSP
PLSE
RIGL
BRSP
CCB
ESRT
MBIN
MCB
IART
OMER
CGEM
CLB
PUMP
ENVX
OIS
UFCS
PRCH
PLPC
PLOW
RAPP
SAFE
ESPR
BBW
TFSL
BBSI
SEZL
NBBK
CNNE
SMP
STAA
CLOV
TE
HAFC
RBCAA
ORC
BLFS
RUSHB
LBRDA
CLVT
CVLG
DAWN
KOS
HTBK
GCT
SCHL
HRTG
MCBS
MYE
SAH
PAR
AESI
TDOC
LQDT
FOXF
CMPX
JBIO
GNK
CAPR
SIBN
MTUS
NPK
COUR
CARS
MATW
EGBN
AEHR
ABUS
URGN
MEG
TYRA
FWRD
EE
CMP
TRNS
TCMD
HOV
SANA
AHCO
ADAM
AMAL
APEI
PAX
IDR
ADCT
RWT
ASC
LYTS
FLNG
FIP
AIP
PFBC
PAHC
GRDN
LXU
ORIC
FBRT
FOR
DJCO
MRTN
BV
REPL
TR
BBUC
BKV
CCBG
METC
FBIZ
HBNC
CBRL
CERT
AMBP
HNRG
BFST
BTDR
MNRO
IRWD
SDGR
BCML
EVLV
UNTY
NXRT
MPB
PRSU
CNXN
THFF
IIIN
OBT
MAMA
IBCP
DC
PFIS
NTGR
HIPO
ADTN
RRBI
SEPN
MATV
AVNS
AMSF
OXM
SWBI
KOP
EQBK
CAC
ARVN
CARE
IOVA
UAMY
SOC
NB
FA
PD
JANX
CWH
SHEN
GBTG
STKL
UTL
SERV
HBCP
XNCR
SD
NEXT
BKSY
AVBP
SBGI
SFST
CWBC
MDXG
FSUN
CWCO
FCBC
SLS
AMTB
GEFB
NBR
CXM
CSV
AROW
DEC
GDOT
EMBC
KMTS
GSBC
CSTL
RHLD
BCAL
DRUG
BXC
SXC
NECB
AMN
SMBC
BHB
HTZ
NNE
SLDE
JBSS
CBLL
ZVRA
PGC
ACNB
ILPT
DFH
CVI
CCSI
NFBK
SPRY
MBUU
STGW
PHR
PKE
EHAB
CRMD
SION
BFLY
UWMC
COFS
RGR
NPCE
VIR
BWB
FSBC
HTFL
PVLA
TDAY
FRBA
INGM
FISI
HZO
EBS
MVBF
CLBK
BLMN
VPG
CABO
INBX
BDN
KODK
AVO
PKST
CASS
PANL
CLPT
HIFS
DIN
GLRE
VEL
MMI
GDEN
GCMG
SG
TREE
WSBF
IMXI
ONIT
SPFI
KE
CCNE
NIQ
HBT
BBNX
ASAN
ACEL
MBCN
BATRA
PLAY
MITK
PGY
CIVB
FMNB
KFRC
CODI
NBN
TSBK
KURA
BCAX
EGY
AVAH
VTS
SEMR
WNC
CYH
UTZ
WTBA
MSBI
ETD
BTBT
CAI
YEXT
ASIX
AOSL
TDUP
AEBI
TRC
QNST
HSTM
UHT
ITIC
FFIC
ALRS
ZUMZ
MCW
FRGE
FLY
KOPN
ALX
FSBW
CZNC
SLDP
HTLD
FRST
VREX
ABAT
AQST
ACIC
SHBI
GPRE
CAL
IIIV
EBF
WRLD
DBI
MLAB
ARKO
MGTX
MLR
MTW
WASH
KRNY
INN
RES
ACTG
CTOS
CTO
ZBIO
BLFY
OFIX
ROOT
BVS
TRTX
GIC
CMCO
RYAM
ORGO
BAND
MCFT
RZLV
MVST
OSPN
CMCL
OPK
FPI
FLGT
DGICA
LOCO
AMPL
MCS
UHAL
FMAO
TWI
ARHS
RUM
BMRC
ONTF
CTKB
FRPH
EXPI
DSGR
ANNX
DHIL
HVT
LXEO
HELE
AIOT
OPTU
TITN
JMSB
GOOD
TIPT
RM
HCKT
ACCO
KROS
LXFR
ASPI
NUTX
SCVL
GRNT
PACB
EU
FDMT
ANGO
CEVA
BFS
EVCM
BWMN
EVER
FUBO
INDI
HYLN
PHAT
CLFD
PRAA
AMC
CLNE
CVGW
ATEX
FNLC
GOSS
RBB
RPD
SRTA
UDMY
BOW
MOV
YORW
KREF
OLP
FDBC
NAVN
KRUS
SPOK
AEVA
HY
RDVT
GTN
LMNR
BLND
NAGE
NUS
ALT
KALV
PAYS
CCRN
OEC
TBCH
CENT
PACK
LAND
MGPI
IHRT
SPT
MYGN
TG
ABSI
IPI
VMD
PRTA
KELYA
JACK
CHCT
LILA
CERS
CLDT
SSTK
LAB
ALIT
IBTA
REPX
DSGN
SABR
MRVI
HPP
SVC
CLMB
MBI
APPS
SFIX
GCO
VNDA
BETR
AHH
CZFS
PLTK
NGVC
AVNW
AVIR
ANGI
WTI
ATNI
PRTH
BGS
REFI
CYRX
GMRE
RPC
TRDA
NABL
GRPN
NEWT
HDSN
CATX
RDW
NCMI
NVEC
INBK
NGNE
OOMA
SIGA
EB
SB
GDYN
AVXL
SITC
MEI
BSRR
EVH
UPB
CMT
CRNC
NFE
RGNX
UTMD
WEAV
OSG
GOGO
PSTL
PUBM
USNA
ALDX
RMNI
IVR
FFWM
JOUT
QTRX
BYRN
POWW
SVV
GRND
FC
CMDB
DSP
RXST
RMR
EVC
LENZ
CLW
RCKT
ARCT
BMBL
REAX
TH
ENTA
RC
BHR
RICK
XPER
NXDR
RPAY
DDD
AMCX
DNUT
JAKK
EPM
ANIK
ALTG
XRX
EGHT
PTLO
ULH
BBBY
BOC
NRDS
WOOF
CMTG
MAX
CRCT
EVGO
NXDT
OSUR
CMRC
CNDT
GNE
JRVR
OLPX
ACRE
INR
CRSR
ASPN
INSE
MASS
ASLE
BOOM
LRMR
ALLO
AKBA
LOVE
SLP
EOLS
JELD
NLOP
PSFE
WEST
ULCC
SSP
SEG
CBAN
RBBN
AVD
TCX
ACH
BCBP
KIDS
ZIP
ACDC
AURA
SNBR
NRC
CRMT
OPRX
RGP
UIS
XPOF
ONEW
LPRO
EWCZ
TBI
OFLX
SLQT
RMAX
KRRO
NNOX
FLWS
KLC
TTGT
HNST
GLIBA
HRTX
QSI
MVIS
EDIT
MED
PRME
RCEL
STRZ
FNKO
ATYR
ALEC
LAW
OABI
MNTK
AGL
VYGR
IMMR
HUMA
CHRS
FATE
GETY
ASUR
DMRC
INGN
CVRX
THRY
DOMO
HCAT
ADV
SKIN
NKTX
TMCI
WALD
HAIN
SSTI
FORR
CDXS
DCGO
SUNS
MXCT
ARAY
DH
MYPS
BYND
INH
AKE
TTEC
LUNG
SEAT
BRCC
ADRO
TEAD
ADRO
P5N994
GTXI
THRD
PBI
RTYH6
ESH6
